
case         : account_cold_from_main
displayed_ms : 0
total_frames : 0
janky_pct    : 0
p90_ms       : 0
p95_ms       : 0
slow_ui      : 0
slow_draw    : 0

case         : settings_from_account
displayed_ms : 0
total_frames : 0
janky_pct    : 0
p90_ms       : 0
p95_ms       : 0
slow_ui      : 0
slow_draw    : 0

case         : account_warm_from_settings
displayed_ms : 0
total_frames : 0
janky_pct    : 0
p90_ms       : 0
p95_ms       : 0
slow_ui      : 0
slow_draw    : 0

